tceid,ticid,tce_plnt_num,sectors,lastUpdate,tce_period,tce_period_err,tce_time0bt,tce_time0bt_err,tce_time0,tce_time0_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_ingress,tce_ingress_err,tce_depth,tce_depth_err,tce_eccen,tce_eccen_err,tce_longp,tce_longp_err,tce_limbdark_mod,tce_ldm_coeff1,tce_ldm_coeff2,tce_ldm_coeff3,tce_ldm_coeff4,tce_num_transits,tce_trans_mod,tce_full_conv,tce_model_snr,tce_model_chisq,tce_model_dof,tce_robstat,tce_dof2,tce_chisq2,tce_chisqgofdof,tce_chisqgof,tce_prad,tce_prad_err,tce_sma,tce_sma_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_ntoi,tce_sectors,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_smet,tce_smet_err,tce_sradius,tce_sradius_err,tce_sdensity,tce_sdensity_err,tce_steff_prov,tce_slogg_prov,tce_smet_prov,tce_sradius_prov,tce_sdensity_prov,tcet_period,tcet_period_err,tcet_time0bt,tcet_time0bt_err,tcet_time0,tcet_time0_err,tcet_duration,tcet_duration_err,tcet_ingress,tcet_ingress_err,tcet_depth,tcet_depth_err,tcet_full_conv,tcet_model_chisq,tcet_model_dof,wst_robstat,wst_depth,tce_ws_mesmedian,tce_ws_mesmad,tce_ws_maxmes,tce_ws_minmes,tce_ws_maxmesd,tce_ws_minmesd,tce_max_sngle_ev,tce_max_mult_ev,tce_bin_oedp_stat,tce_bin_spc_stat,tce_bin_lpc_stat,tce_albedo,tce_albedo_err,tce_ptemp,tce_ptemp_err,tce_albedo_stat,tce_ptemp_stat,boot_fap,boot_mesthresh,boot_mesmean,boot_messtd,bootstrap_transit_count,tce_cap_stat,tce_hap_stat,tce_dicco_mra,tce_dicco_mra_err,tce_dicco_mdec,tce_dicco_mdec_err,tce_dicco_msky,tce_dicco_msky_err,tce_ditco_mra,tce_ditco_mra_err,tce_ditco_mdec,tce_ditco_mdec_err,tce_ditco_msky,tce_ditco_msky_err
00264301607-01,264301607,1,s0078,17-07-2024,0.435444,,3434.31,,2460434.31,,0.305773,,4.92031,,89.8836,,1.00E-02,,0.893494,,0.211307,,109411,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6705534,0.2515883,-0.188272,3.17E-02,41,mandel-agol_geometric_transit_model,TRUE,60.8691,4859.152,5752.61,50.02751,267.5941,204.3368,614,708.075,12.7945,,8.09E-03,,1016.91,,252.722,,1,1,3349,157,4.84215,0.00279145,0,0,0.383284,0.0118038,6.616515,0.2081561,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.43546176,-1,3434.307855,-1,2460434.308,-1,0.834744818,-1,0.206608392,-1,105742.7691,-1,TRUE,13732,4875,6.038382,13517.19,-0.480238,1.156399,6.63565,-3.497993,0.22081,0.0999771,8.330335,29.40611,2.780508,0,0,2.976222,0.4293235,2065.082,121.6598,4.603107,8.015098,9.31E-169,7.551661,5.30E-04,1.062931,42,36.12823,8.658351,-70.19009,2.527942,17.60877,2.513722,72.36517,2.527102,2.13398,2.501458,-1.334601,2.513721,2.516948,2.504912
00264468702-01,264468702,1,s0078,17-07-2024,6.09714,,3438.89,,2460438.89,,0.141129,,27.7409,,89.96,,0.0193715,,1.91629,,0.237165,,23533.5,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6724218,0.1634876,-7.90E-02,4.93E-04,3,mandel-agol_geometric_transit_model,TRUE,14.99754,663.5484,827.9943,12.80051,16.59623,13.46222,134,103.526,9.23078,,5.47E-02,,550.252,,21.6654,,1,1,3769,157,4.65194,1.11E-02,0,0,0.599128,1.81E-02,2.731618,0.1081746,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,6.097219467,-1,3438.885458,-1,2460438.885,-1,2.249186298,-1,0.770242529,-1,26903.35381,-1,TRUE,13197,1077,2.997086,5025.544,-0.0247812,0.629338,2.99083,-2.784004,2.60692,-1.04308,9.088046,12.52671,5.09E-02,0,0,97.19563,34.82011,2671.245,263.2634,2.762646,8.025423,6.80E-44,6.229996,0.4862736,0.8696445,3,11.26906,0.259874,1.645188,2.50747,-3.806273,2.721495,4.146608,2.688935,-0.1050003,2.503688,-0.1212105,2.721478,0.1603653,2.630319
00265274458-01,265274458,1,s0078,17-07-2024,12.6417,,3436.1,,2460436.1,,0.263199,,20.2818,,89.7175,,0.1,,6,,1.26163,,177054,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4978463,0.2636131,-0.2827589,8.61E-02,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,243.0934,5220.441,31038.91,359,40583.64,65.7149,,0.132074,,1463.83,,1085.13,,3,1,7972,153.18,4.00282,8.02E-02,0,0,2.28706,8.47E-02,0.1605248,0.03025168,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,12.64166069,-1,3436.105565,-1,2460436.106,-1,9.072188409,-1,3.58267018,-1,144678.0052,-1,TRUE,263810,2867,-6.083542,-9160.499,-0.00807325,1.241932,25.63577,-22.38354,-0.65419,2.85831,278.9413,236.3609,0,989.9065,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,30.37441,27.17169,-0.6740498,2.500019,7.83E-02,2.500079,0.6785879,2.50002,-0.4431128,2.500011,-0.7160369,2.500078,0.8420556,2.500059
00265274458-02,265274458,2,s0078,17-07-2024,2.99772,,3436.14,,2460436.14,,0.241817,,6.57985,,87.7647,,0.256642,,4.25646,,0.883311,,64786.7,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4978463,0.2636131,-0.2827589,8.61E-02,5,mandel-agol_geometric_transit_model,TRUE,204.5041,2398.953,2823.296,153.7239,1921.09,3196.829,524,4180.902,60.3762,,5.06E-02,,2364.98,,7393.18,,3,1,7972,153.18,4.00282,8.02E-02,0,0,2.28706,8.47E-02,0.1605248,0.03025168,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,2.997220763,-1,3436.141841,-1,2460436.142,-1,4.070976124,-1,0.850182422,-1,62893.28702,-1,TRUE,11777,4059,4.712739,3906.156,-0.0698095,0.6129518,5.46198,-3.78528,1.49859,1.62914,95.12547,161.0557,0.1868158,2.03E-05,989.9065,1.509296,0.3215877,4052.861,190.9639,1.583692,8.042079,0,12.17389,-2.527973,2.065652,6,177.5008,34.88476,-0.3560258,2.500051,0.127377,2.500356,0.378126,2.500086,-0.1344163,2.500049,-0.6938537,2.500355,0.7067536,2.500344
00265274458-03,265274458,3,s0078,17-07-2024,2.99662,,3434.64,,2460434.64,,5.69E-02,,3.97239,,78.2725,,0.80742,,4.03491,,0.579474,,3176.01,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4978463,0.2636131,-0.2827589,8.61E-02,6,mandel-agol_geometric_transit_model,TRUE,12.09082,2534.03,2989.593,9.955117,14.25599,15.66234,581,503.8561,14.2072,,0.0505865,,2365.27,,7396.81,,3,1,7972,153.18,4.00282,8.02E-02,0,0,2.28706,8.47E-02,0.1605248,0.03025168,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,2.993054098,-1,3434.652059,-1,2460434.652,-1,4.248079048,-1,0.828073829,-1,3459.005977,-1,TRUE,9857,4889,1.555465,763.8076,-0.249651,0.4756573,2.20644,-1.7071,1.80553,2.10414,6.480469,9.67511,0.2424603,0,2.03E-05,5.327315,3.308195,5555.823,851.4044,1.308059,3.727947,1.57E-09,12.17389,-2.527973,2.065652,6,8.880576,-2.599166,-1.933247,2.512035,5.040225,2.603164,5.398269,2.591656,-1.682008,2.511969,4.204098,2.603163,4.528089,2.59077
00268944966-01,268944966,1,s0078,17-07-2024,1.19563,,3435.26,,2460435.26,,0.225443,,1.56504,,57.6361,,0.83776,,6.78708,,3.39354,,42588.6,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5712936,-8.55E-02,0.4172728,-0.2379788,15,mandel-agol_geometric_transit_model,TRUE,112.9124,9514.873,11518.58,21.10085,50.31356,41.24597,1889,11055.99,24.6115,,2.21E-02,,1717.29,,2055.39,,1,1,5780,0,4.438,0,0,0,1,0,1,0,Solar,Solar,Solar,Solar,Solar,1.195832729,-1,3435.252585,-1,2460435.253,-1,6.276906737,-1,2.461297724,-1,42823.59136,-1,TRUE,5038087,6309,0.4776515,59.5833,0.051704,0.7292094,4.6862,-5.809937,0.36664,0.402755,18.25824,48.01099,1270.012,0,0,2.63E-02,3.92E-02,1069.525,398.3416,-24.82332,-1.626153,4.07E-213,9.741461,-1.62834,1.594334,15,0,0,3.362045,2.500064,-2.293114,2.500004,4.06961,2.500045,4.298409,2.5,-1.617231,2.500003,4.592576,2.500001
00269519402-01,269519402,1,s0078,17-07-2024,3.37236,,3435.74,,2460435.74,,0.134864,,4.94078,,84.0664,,0.510754,,5.35125,,0.839075,,19591.1,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4524544,0.6387905,-0.8426002,0.334252,5,mandel-agol_geometric_transit_model,TRUE,24.62754,3128.051,3709.167,23.70195,52.83026,14.82668,674,636.573,47.5045,,5.19E-02,,2525.86,,9619.57,,1,1,7262,122,3.63544,0,0,0,3.22654,0,4.88E-02,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,3.373609543,-1,3435.73598,-1,2460435.736,-1,5.890227715,-1,1.507117507,-1,19006.82634,-1,TRUE,13105,5557,1.160348,1728.832,-0.0636693,0.5608674,2.58072,-2.407534,-0.60419,-0.7903,8.687324,16.33019,0.2562026,0,0,1.136554,0.6917024,4032.243,617.2301,0.1974175,2.434812,3.02E-73,6.815053,0.7233549,0.8639388,5,17.70036,4.071651,-0.5438191,2.523236,-5.429824,2.617108,5.456989,2.616192,-0.9965172,2.523232,-3.330097,2.617105,3.476002,2.609517
00269595474-01,269595474,1,s0078,17-07-2024,1.51823,,3435.54,,2460435.54,,0.188072,,4.13764,,79.7373,,0.737169,,2.67793,,0.853677,,35386.5,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6816851,-0.5066129,0.9827634,-0.4424044,11,mandel-agol_geometric_transit_model,TRUE,41.54026,3195.503,3891.486,35.03138,114.1886,89.99696,659,649.7699,24.0275,,2.48E-02,,1574.78,,1453.47,,1,1,5194,122,4.24598,0,0,0,1.17026,0,0.5491579,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.518054843,-1,3435.543692,-1,2460435.544,-1,2.567968892,-1,0.787570852,-1,35343.4993,-1,TRUE,11985,4968,5.446881,5046.536,-0.131218,0.7131481,5.81872,-3.620672,0.76109,0.240255,9.488648,24.96999,1.754814,0,0,2.954665,0.5370777,3192.189,163.2952,3.639445,9.660055,3.79E-106,7.682716,-0.6707904,1.173431,12,19.98959,19.99146,-10.09679,2.502928,-6.363948,2.505332,11.93503,2.503612,-12.1231,2.501338,-13.29078,2.50533,17.98928,2.503518
00269595478-01,269595478,1,s0078,17-07-2024,1.51805,,3435.54,,2460435.54,,0.306395,,4.90732,,83.1838,,0.582422,,2.81061,,0.956625,,100477,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6465756,-0.3630816,0.7904093,-0.3792657,11,mandel-agol_geometric_transit_model,TRUE,61.34764,3459.193,4173.789,51.28898,242.7404,178.5319,659,771.5163,44.1919,,0.0254261,,1731.93,,2126.37,,2,1,5445,126,4.17388,0,0,0,1.32117,0,0.4120228,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.518054843,-1,3435.543001,-1,2460435.543,-1,2.647473969,-1,0.882445059,-1,99949.44977,-1,TRUE,12181,5072,7.37174,14075.54,-0.187345,0.7191132,7.12407,-3.761567,0.76387,0.215255,15.95978,40.27103,0.2844618,0,7.61E-05,2.563382,0.3346937,3388.234,135.5704,4.671082,11.71609,0,7.231097,-0.3397979,1.065737,12,36.07433,15.77746,-10.16686,2.502827,-6.347198,2.505255,11.98549,2.503508,0.4357845,2.50131,0.111194,2.505254,0.4497468,2.501551
00269595478-02,269595478,2,s0078,17-07-2024,1.51978,,3434.78,,2460434.78,,0.174797,,2.29419,,65.2116,,0.961883,,3.82882,,1.91441,,15620.3,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6465756,-0.3630816,0.7904093,-0.3792657,11,mandel-agol_geometric_transit_model,TRUE,8.832206,4764.405,5624.018,8.426073,14.34158,0.90261,539,493.3211,25.2114,,2.54E-02,,1731.27,,2123.15,,2,1,5445,126,4.17388,0,0,0,1.32117,0,0.4120228,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.518910262,-1,3434.782314,-1,2460434.782,-1,3.524307242,-1,1.361916812,-1,13725.55845,-1,TRUE,9513,5062,2.892934,4702.679,0.00709695,0.7157266,2.39757,-4.380857,0.47914,0.972199,12.20975,7.66654,0.38961,7.61E-05,0,2.635391,10.45427,3410.49,3383.174,0.1564327,0.4963095,2.90E-14,7.231097,-0.3397979,1.065737,12,5.476419,2.846943,-4.745559,2.537328,-9.520379,2.762445,10.63757,2.719129,5.775545,2.537049,-3.043362,2.762444,6.528321,2.587702
00269595540-01,269595540,1,s0078,17-07-2024,2.51805,,3436.01,,2460436.01,,0.391188,,10.7075,,89.4649,,0.1,,2.5,,0.710243,,419343,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5511171,-5.60E-03,0.3134047,-0.1968062,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,115.2972,1203.002,15.2694,449,1407.5,73.1458,,3.66E-02,,1742.89,,2180.72,,2,1,5774,122,3.9835,0,0,0,1.71278,0,0.2050209,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,2.518054247,-1,3436.006516,-1,2460436.007,-1,3.775222674,-1,1.610245968,-1,335737.9216,-1,TRUE,13506,3668,52.82598,122518.4,-0.634954,0.8705576,56.00737,-20.65577,1.26109,1.14998,57.70036,137.4377,0,0,2.14E-06,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,73.63289,16.27339,4.988614,2.501196,10.63898,2.500968,11.7505,2.501009,7.62E-03,2.500212,-0.1183718,2.500962,0.118617,2.500959
00269595540-02,269595540,2,s0078,17-07-2024,2.51834,,3434.75,,2460434.75,,0.465752,,5.99137,,82.109,,0.822547,,3.96081,,1.98041,,146473,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5511171,-5.60E-03,0.3134047,-0.1968062,8,mandel-agol_geometric_transit_model,TRUE,67.62369,3405.983,3947.739,20.95811,44.49278,16.13542,524,478.0474,87.088,,3.66E-02,,1742.82,,2180.39,,2,1,5774,122,3.9835,0,0,0,1.71278,0,0.2050209,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,2.51805433,-1,3434.747799,-1,2460434.748,-1,3.688891333,-1,1.511472164,-1,144371.4578,-1,TRUE,11348,4258,2.275665,9320.938,-0.00107935,0.6119711,3.12081,-1.979107,0.96387,1.09303,13.07965,23.19179,3.90E-02,2.14E-06,0,0.9059064,1.329829,2628.842,966.3557,-7.08E-02,0.916202,1.33E-125,6.866271,-8.78E-02,0.9777434,7,45.96778,6.498791,4.274514,2.50166,12.33505,2.504991,13.05469,2.504634,0.3651463,2.501002,-1.74E-02,2.504986,0.365559,2.501011
00269595543-01,269595543,1,s0078,17-07-2024,2.51838,,3436.01,,2460436.01,,0.530462,,6.07215,,81.5207,,0.895355,,4.00505,,2.00252,,153042,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.723656,-0.6969328,1.212588,-0.4822192,6,mandel-agol_geometric_transit_model,TRUE,61.02497,2868.003,3501.91,53.00846,260.6226,4.03056,449,738.6724,839.637,,0.215506,,1654.76,,1772,,2,1,4572,122,4.438,0,0,0,14.4989,0,1,0,TIC8.2,Solar,Solar,TIC8.2,Solar,2.518054247,-1,3436.006719,-1,2460436.007,-1,3.685504442,-1,1.528499048,-1,150969.1731,-1,TRUE,12279,3664,22.8165,51642.18,-0.139087,0.6314597,24.58327,-11.31378,1.26248,1.35553,25.14436,55.06199,7.66E-02,0,7.45E-06,1.871614,10.98104,2992.474,4390.049,7.94E-02,0.304699,0,6.630848,1.506629,0.7364254,7,33.91348,42.57814,5.029891,2.501152,10.5142,2.501057,11.65539,2.501075,10.1884,2.500233,15.37862,2.501052,18.44736,2.500802
00269595543-02,269595543,2,s0078,17-07-2024,2.51903,,3434.75,,2460434.75,,0.365871,,4.84847,,78.7636,,0.944763,,4.02089,,2.01045,,66510.4,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.723656,-0.6969328,1.212588,-0.4822192,8,mandel-agol_geometric_transit_model,TRUE,46.48204,3428.484,3969.499,34.59609,115.8205,60.24196,516,481.1731,579.116,,0.215543,,1654.62,,1771.4,,2,1,4572,122,4.438,0,0,0,14.4989,0,1,0,TIC8.2,Solar,Solar,TIC8.2,Solar,2.519443218,-1,3434.744041,-1,2460434.744,-1,3.820322586,-1,1.652076332,-1,69035.712,-1,TRUE,9765,4231,1.770527,2975.438,0.0740944,0.5404673,3.14642,-2.587674,0.98053,0.769421,12.47666,23.70363,0.1719381,7.45E-06,0,0.2267581,0.6369156,1765.346,1240.519,-1.214041,8.92E-02,6.92E-200,6.630848,1.506629,0.7364254,7,17.61406,20.32361,4.253727,2.501614,12.38867,2.504937,13.0986,2.504586,10.59896,2.500992,15.433,2.504932,18.72206,2.50367
00269595546-01,269595546,1,s0078,17-07-2024,2.5178,,3436.01,,2460436.01,,0.229784,,3.98493,,76.5545,,0.926576,,4.04265,,2.02132,,31903.1,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4830294,0.2641676,-7.37E-02,-3.61E-02,6,mandel-agol_geometric_transit_model,TRUE,14.82681,2875.488,3572.147,13.89083,23.21053,2.76346,539,532.4854,40.2547,,3.77E-02,,1745.21,,2192.37,,2,1,6066,123,4.08036,0,0,0,1.6047,0,0.2735054,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,2.518054247,-1,3436.008432,-1,2460436.008,-1,3.850494281,-1,1.655349514,-1,32967.88359,-1,TRUE,11952,4448,6.354666,13304.98,-0.492394,0.5969589,7.17001,-2.598266,1.26525,1.12081,5.780904,11.60035,0.7920364,0,4.66E-04,6.436164,16.46713,4297.794,2750.39,0.3301222,0.9280032,1.38E-19,8.961579,-0.7516683,1.375784,7,-16.44468,41.46445,4.912806,2.501115,10.79089,2.501016,11.8566,2.501033,-25.4369,2.500223,26.49195,2.501011,36.72682,2.500633
00269595546-02,269595546,2,s0078,17-07-2024,2.52281,,3434.74,,2460434.74,,0.197699,,3.59338,,74.0802,,0.985637,,3.82001,,1.91001,,17374.6,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4830294,0.2641676,-7.37E-02,-3.61E-02,8,mandel-agol_geometric_transit_model,TRUE,9.447193,3064.289,3674.12,7.325897,11.07777,10.55521,417,294.0684,34.6338,,3.78E-02,,1744.06,,2186.58,,2,1,6066,123,4.08036,0,0,0,1.6047,0,0.2735054,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,2.520832106,-1,3434.746831,-1,2460434.747,-1,3.615635968,-1,1.807817984,-1,14948.71321,-1,TRUE,9885,3397,2.614389,7269.114,-0.109904,0.5316195,2.51595,-1.961298,1.52498,0.855532,6.45834,7.21427,2.425358,4.66E-04,0,4.76296,38.25443,3983.554,7999.03,9.84E-02,0.2799682,2.64E-11,7.726585,0.1163825,1.080245,7,-4.984389,19.43359,4.295622,2.501758,12.76894,2.505663,13.47213,2.505266,-24.93726,2.501111,26.8075,2.505658,36.61296,2.503549
00269596634-01,269596634,1,s0078,17-07-2024,13.8373,,3435.23,,2460435.23,,0.101992,,2.62156,,67.8101,,0.990105,,21.2116,,10.6058,,4349.23,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5907269,-0.1507248,0.5097417,-0.2734214,2,mandel-agol_geometric_transit_model,TRUE,19.65878,4779.526,4831.37,18.97199,39.06146,364.834,899,1569.506,22.6398,,0.112673,,1053.09,,290.659,,1,1,5618,159.777,3.81948,7.94E-02,0,0,2.03331,9.84E-02,0.1183794,0.02239435,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,13.80277061,-1,3435.224757,-1,2460435.225,-1,18.8157832,-1,7.789027949,-1,4094.73258,-1,TRUE,30311,6033,-1.78E-02,-2.849328,-0.148846,0.5726049,1.87064,-1.894488,2.09303,1.70831,52.65237,25.40372,577.7005,0,0,0,-1,0,-1,0,0,3.91E-50,6.42471,-2.576672,1.885188,2,9.075329,7.302169,-10.72903,2.520662,56.21484,2.578707,57.22954,2.576689,-12.76902,2.520086,57.33624,2.578707,58.74089,2.575967
00269609504-01,269609504,1,s0078,17-07-2024,1.85919,,3436.07,,2460436.07,,0.140061,,6.90206,,84.9607,,0.606266,,2.00114,,0.369808,,20772.9,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5404738,6.56E-02,1.56E-02,-3.87E-02,8,mandel-agol_geometric_transit_model,TRUE,31.06287,3882.794,3316.526,190.6892,3220.542,15.53591,209,1534.949,73.0872,,3.62E-02,,3930.87,,56425.6,,6,1,7754,308.686,3.34168,8.39E-02,0,0,4.77993,0.190425,1.68E-02,3.31E-03,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.859014392,-1,3436.069197,-1,2460436.069,-1,1.641632365,-1,0.682295928,-1,103636.9757,-1,TRUE,1434530,1972,294.4485,161512.6,0.0409079,1.433116,369.7933,-116.9009,-0.12225,-0.151412,56.24235,134.1248,4.48E-23,5.34E-06,362.7606,21.81513,3.440821,13134.66,596.0596,6.049467,14.61715,0,12.47249,-2.305737,2.077654,9,15.02747,27.82052,-3.35E-02,2.500002,0.906508,2.50001,0.9071285,2.50001,-0.2242067,2.500001,0.1454765,2.500006,0.2672678,2.500003
00269609504-02,269609504,2,s0078,17-07-2024,1.85895,,3435.14,,2460435.14,,0.230763,,6.76685,,81.5865,,0.990105,,1.55407,,0.777034,,23572.4,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5404738,6.56E-02,1.56E-02,-3.87E-02,10,mandel-agol_geometric_transit_model,TRUE,33.84653,1571.214,2175.224,34.97885,118.3179,16.90355,299,321.4885,120.417,,3.62E-02,,3931.04,,56435.4,,6,1,7754,308.686,3.34168,8.39E-02,0,0,4.77993,0.190425,1.68E-02,3.31E-03,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.859060589,-1,3435.139021,-1,2460435.139,-1,1.380837966,-1,0.581397649,-1,28987.35951,-1,TRUE,16138,2390,39.24209,32875.93,-0.0150049,0.8222127,66.55539,-19.46308,0.12359,-0.144467,17.47585,26.8759,1.555303,4.06E-09,5.34E-06,1.635528,1.269626,6873.259,1342.794,0.500563,2.166512,5.98E-46,12.34371,-2.291892,2.056775,10,15.88801,7.127606,-0.2387021,2.500016,9.21E-02,2.500067,0.2558528,2.500023,-0.4150122,2.500015,-0.5353203,2.500064,0.6773499,2.500045
00269609504-03,269609504,3,s0078,17-07-2024,3.71721,,3436.21,,2460436.21,,0.226313,,16.9411,,86.6495,,0.990105,,1.2153,,0.607652,,22668.5,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5404738,6.56E-02,1.56E-02,-3.87E-02,5,mandel-agol_geometric_transit_model,TRUE,22.1153,551.1584,457.4344,7.613157,14.17453,42.36468,85,487.0009,118.095,,5.75E-02,,3120.26,,22402,,6,1,7754,308.686,3.34168,8.39E-02,0,0,4.77993,0.190425,1.68E-02,3.31E-03,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,3.716664857,-1,3436.144172,-1,2460436.144,-1,4.235658536,-1,2.117829259,-1,188445.6063,-1,TRUE,33575,602,3.049177,4844.816,-0.0409009,0.5260854,16.93414,-14.51408,-0.2778,-0.304189,14.93262,19.76013,11.37058,362.7606,239.8078,0.6312993,1.38489,4300.22,2360.339,-0.2662311,0.4987493,5.92E-25,12.89556,-1.918244,2.11497,5,0.6589282,-3.400084,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
00269609504-04,269609504,4,s0078,17-07-2024,0.92977,,3435.03,,2460435.03,,7.50E-02,,19.6502,,89.4324,,0.194674,,0.382367,,2.77E-02,,6337.44,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5404738,6.56E-02,1.56E-02,-3.87E-02,10,mandel-agol_geometric_transit_model,TRUE,15.26163,472.3416,489.1571,10.50618,19.88545,16.23888,94,47.63591,39.1515,,0,,0,,0,,6,1,7754,308.686,3.34168,8.39E-02,0,0,4.77993,0.190425,1.68E-02,3.31E-03,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.929548089,-1,3435.058369,-1,2460435.058,-1,1.514008293,-1,1.40E-02,-1,4490.348007,-1,TRUE,11991,769,11.05919,8690.563,0.0211166,0.6505044,11.77206,-8.04309,0.21807,-0.0812729,14.60105,13.0818,0,0,389.8502,0,-1,0,-1,0,0,8.20E-19,10.19056,-2.308807,1.752985,19,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
00269609504-05,269609504,5,s0078,17-07-2024,1.85895,,3435.25,,2460435.25,,0.157748,,8.0869,,82.9675,,0.990105,,1.06274,,0.531369,,11022.4,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5404738,6.56E-02,1.56E-02,-3.87E-02,10,mandel-agol_geometric_transit_model,TRUE,18.7196,528.0492,753.7237,7.946582,15.88892,9.00018,171,194.7066,82.3167,,0.036211,,3931.05,,56435.6,,6,1,7754,308.686,3.34168,8.39E-02,0,0,4.77993,0.190425,1.68E-02,3.31E-03,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,1.859060589,-1,3435.202824,-1,2460435.203,-1,3.338953481,-1,0.999814288,-1,72976.54075,-1,TRUE,13367,1210,-0.6234382,-824.7518,0.0042281,0.6404161,12.16139,-15.06835,0.6722,0.640255,10.67484,12.86918,5.13E-02,389.8502,4.06E-09,0,-1,0,-1,0,0,9.92E-14,12.34371,-2.291892,2.056775,10,-0.4855669,0.6436338,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
00269609504-06,269609504,6,s0078,17-07-2024,7.43765,,3435.99,,2460435.99,,0.322848,,13.3567,,89.9571,,1.00E-02,,5.63646,,1.37747,,117186,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5404738,6.56E-02,1.56E-02,-3.87E-02,3,mandel-agol_geometric_transit_model,TRUE,19.92714,393.8249,556.1169,7.405827,8.434621,7.19423,53,168.1438,168.47,,9.13E-02,,2476.2,,8885.08,,6,1,7754,308.686,3.34168,8.39E-02,0,0,4.77993,0.190425,1.68E-02,3.31E-03,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,7.437496379,-1,3435.932389,-1,2460435.932,-1,2.219711458,-1,1.109162764,-1,135746.639,-1,TRUE,25563,366,-1.459795,-3207.662,-0.0075156,0.4706249,8.88755,-9.487468,3.71803,3.68748,13.08797,15.57276,0.2572286,239.8078,0,0,-1,0,-1,0,0,6.26E-16,11.20428,-1.609223,2.14794,3,-0.5594402,1.551425,-0.02299938,2.500002,0.7409591,2.500012,0.741316,2.500012,-0.2492294,2.500002,9.74E-02,2.500008,0.2675996,2.500003
