tceid,ticid,tce_plnt_num,sectors,lastUpdate,tce_period,tce_period_err,tce_time0bt,tce_time0bt_err,tce_time0,tce_time0_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_ingress,tce_ingress_err,tce_depth,tce_depth_err,tce_eccen,tce_eccen_err,tce_longp,tce_longp_err,tce_limbdark_mod,tce_ldm_coeff1,tce_ldm_coeff2,tce_ldm_coeff3,tce_ldm_coeff4,tce_num_transits,tce_trans_mod,tce_full_conv,tce_model_snr,tce_model_chisq,tce_model_dof,tce_robstat,tce_dof2,tce_chisq2,tce_chisqgofdof,tce_chisqgof,tce_prad,tce_prad_err,tce_sma,tce_sma_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_ntoi,tce_sectors,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_smet,tce_smet_err,tce_sradius,tce_sradius_err,tce_sdensity,tce_sdensity_err,tce_steff_prov,tce_slogg_prov,tce_smet_prov,tce_sradius_prov,tce_sdensity_prov,tcet_period,tcet_period_err,tcet_time0bt,tcet_time0bt_err,tcet_time0,tcet_time0_err,tcet_duration,tcet_duration_err,tcet_ingress,tcet_ingress_err,tcet_depth,tcet_depth_err,tcet_full_conv,tcet_model_chisq,tcet_model_dof,wst_robstat,wst_depth,tce_ws_mesmedian,tce_ws_mesmad,tce_ws_maxmes,tce_ws_minmes,tce_ws_maxmesd,tce_ws_minmesd,tce_max_sngle_ev,tce_max_mult_ev,tce_bin_oedp_stat,tce_bin_spc_stat,tce_bin_lpc_stat,tce_albedo,tce_albedo_err,tce_ptemp,tce_ptemp_err,tce_albedo_stat,tce_ptemp_stat,boot_fap,boot_mesthresh,boot_mesmean,boot_messtd,bootstrap_transit_count,tce_cap_stat,tce_hap_stat,tce_dicco_mra,tce_dicco_mra_err,tce_dicco_mdec,tce_dicco_mdec_err,tce_dicco_msky,tce_dicco_msky_err,tce_ditco_mra,tce_ditco_mra_err,tce_ditco_mdec,tce_ditco_mdec_err,tce_ditco_msky,tce_ditco_msky_err
00259273546-01,259273546,1,s0078,17-07-2024,0.839947,,3434.4,,2460434.4,,0.223663,,1.70454,,54.5057,,0.989693,,3.49802,,1.74901,,20588.9,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6874792,-0.5729272,1.0817,-0.4661408,21,mandel-agol_geometric_transit_model,TRUE,46.69774,8436.676,10227.09,42.68287,183.0611,102.4893,1490,1840.531,107.322,,4.68E-02,,2120.39,,4777.28,,2,1,4957,122,4.438,0,0,0,4.39535,0,1,0,TIC8.2,Solar,Solar,TIC8.2,Solar,0.840467632,-1,3434.396391,-1,2460434.396,-1,3.401049831,-1,1.446743551,-1,21563.08871,-1,TRUE,13094,6268,7.743603,2684.443,-1.01833,1.338822,8.27328,-4.6508,0.41803,0.322199,6.482065,19.57604,1.236297,2.43E-05,0,0.2804918,0.3242186,2385.807,691.929,-2.219207,0.3825105,0,3.104106,0.3886772,0.3874443,22,-59.02279,76.07697,42.79476,2.514143,-24.97197,2.500033,49.54786,2.510566,47.92297,2.500002,-28.40106,2.500032,55.70666,2.50001
00259273546-02,259273546,2,s0078,17-07-2024,0.839012,,3434.83,,2460434.83,,6.23E-02,,1.51637,,52.5814,,0.921397,,2.91328,,0.99209,,3113.35,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6874792,-0.5729272,1.0817,-0.4661408,21,mandel-agol_geometric_transit_model,TRUE,11.89093,5676.75,5349.376,12.3667,33.23175,13.62531,1259,1507.946,29.9059,,0.0467372,,2121.17,,4784.37,,2,1,4957,122,4.438,0,0,0,4.39535,0,1,0,TIC8.2,Solar,Solar,TIC8.2,Solar,0.838775527,-1,3434.834859,-1,2460434.835,-1,3.097360119,-1,1.031477492,-1,3793.999594,-1,TRUE,6442,5847,-1,0,0,-1,0,0,0.41936,0.419365,4.225437,8.01397,0.2832027,0,2.43E-05,0,-1,0,-1,0,0,1.56E-56,1.310789,-4.14048,0.7692858,21,-10.70896,12.36132,43.22305,2.51484,-25.40061,2.500417,50.13406,2.511146,48.37356,2.500033,-28.79505,2.500415,56.29526,2.500133
00259273550-01,259273550,1,s0078,17-07-2024,0.839533,,3434.41,,2460434.41,,0.151133,,3.7391,,88.4675,,0.1,,2,,0.270517,,298519,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4098212,0.6531373,-0.7405089,0.2642952,0,mandel-agol_geometric_transit_model,FALSE,-1,-1,-1,101.1878,984.6804,360.9626,1198,9224.557,29.6263,,2.01E-02,,2909.62,,16938.1,,3,1,6973,142.57,4.11433,9.47E-02,0,0,1.79563,8.23E-02,0.2643095,0.05889109,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.839533091,-1,3434.40682,-1,2460434.407,-1,3.260200035,-1,1.361325723,-1,264551.0104,-1,TRUE,23381,6266,44.2534,40152.55,1.08119,11.78241,52.03734,-35.48749,0.42081,0.348588,34.71497,119.778,0,26.88403,5.63E-06,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,28.67314,24.734,-0.6117907,2.500005,2.144782,2.500031,2.230332,2.500029,-0.502907,2.500002,0.4929045,2.50003,0.7041806,2.500016
00259273550-02,259273550,2,s0078,17-07-2024,0.839943,,3434.82,,2460434.82,,0.384077,,2.05976,,61.3316,,0.988148,,3.63178,,1.81589,,65702.9,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4098212,0.6531373,-0.7405089,0.2642952,21,mandel-agol_geometric_transit_model,TRUE,48.51181,7141.59,7976,26.77727,89.21107,21.42757,1259,1591.578,75.2901,,2.01E-02,,2909.14,,16927.1,,3,1,6973,142.57,4.11433,9.47E-02,0,0,1.79563,8.23E-02,0.2643095,0.05889109,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.840290679,-1,3434.820688,-1,2460434.821,-1,3.193368346,-1,1.31088425,-1,55722.01159,-1,TRUE,9274,6405,3.62123,4139.068,0.310362,3.133053,4.1258,-5.979194,0.25692,0.611101,8.925055,28.04745,4.97E-03,5.63E-06,0,0.1620769,0.1601732,2853.882,699.516,-5.231355,-0.07780049,-1,-1,-1,-1,-1,26.98301,10.23305,-0.1209446,2.500036,1.702497,2.500442,1.706787,2.50044,-0.01213553,2.500035,5.68E-02,2.500441,5.80E-02,2.500423
00259273550-03,259273550,3,s0078,17-07-2024,0.279859,,3434.27,,2460434.27,,0.144459,,1.2884,,39.7829,,0.990105,,1.64657,,0.823283,,9263.51,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4098212,0.6531373,-0.7405089,0.2642952,44,mandel-agol_geometric_transit_model,TRUE,15.7886,1536.523,1375.343,11.24585,50.60262,44.70593,786,948.5109,28.3181,,0.00965389,,4196.32,,73281.9,,3,1,6973,142.57,4.11433,9.47E-02,0,0,1.79563,8.23E-02,0.2643095,0.05889109,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.279827549,-1,3434.540921,-1,2460434.541,-1,1.521984997,-1,0.588004274,-1,13119.84228,-1,TRUE,2146,1501,-1,0,0,-1,0,0,0.13989,0.139891,5.131746,12.56464,6.58E-05,0,26.88403,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,0.7538122,4.294147,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
00259273553-01,259273553,1,s0078,17-07-2024,0.839762,,3434.4,,2460434.4,,0.388855,,2.26506,,66.75,,0.894119,,3.43838,,1.71919,,90434.1,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4744194,0.3003516,-0.12909,-1.21E-02,21,mandel-agol_geometric_transit_model,TRUE,49.66799,8300.94,10159.61,44.17027,205.3512,94.57565,1490,1984.879,66.1607,,1.83E-02,,2493.6,,9137.55,,2,1,6117,122,4.11335,0,0,0,1.55851,0,0.3038366,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.839520693,-1,3434.406457,-1,2460434.406,-1,3.346955967,-1,1.405305561,-1,97987.10032,-1,TRUE,13582,6271,8.140441,10320.36,-1.17648,1.696309,8.93229,-6.666617,0.4222,0.343033,10.07942,33.96739,0.4281107,0,5.39E-06,0.4325156,0.3850625,3126.57,698.6721,-1.473746,0.9036713,-1,-1,-1,-1,-1,-59.46116,80.54204,-0.626188,2.500005,2.192116,2.500034,2.279799,2.500032,32.35814,2.500002,17.13461,2.500033,36.61481,2.500009
00259273553-02,259273553,2,s0078,17-07-2024,0.840218,,3434.82,,2460434.82,,0.140346,,1.82464,,62.9061,,0.831034,,3.21884,,1.17348,,18577.4,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4744194,0.3003516,-0.12909,-1.21E-02,21,mandel-agol_geometric_transit_model,TRUE,17.30236,5359.788,5452.763,14.68469,40.53912,11.59097,1259,1259.987,23.8788,,1.83E-02,,2493.15,,9130.95,,2,1,6117,122,4.11335,0,0,0,1.55851,0,0.3038366,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.840290679,-1,3434.822807,-1,2460434.823,-1,3.082659031,-1,0.961366996,-1,18747.31355,-1,TRUE,6463,5962,-1,0,0,-1,0,0,0.42012,0.420122,5.029131,11.55142,9.44E-03,5.39E-06,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-14.2711,17.88354,-0.1501343,2.500031,1.792389,2.500396,1.798666,2.500393,32.80776,2.500031,16.74886,2.500394,36.83577,2.500106
00259273558-01,259273558,1,s0078,17-07-2024,0.839936,,3434.4,,2460434.4,,0.390951,,2.21145,,66.4477,,0.883664,,3.58344,,1.79172,,92602.8,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6832567,-0.5117655,0.9887913,-0.4440574,21,mandel-agol_geometric_transit_model,TRUE,63.51712,8944.632,10499.29,56.51278,304.8052,101.9171,1196,1593.05,51.3501,,0.0167046,,1941.32,,3356.66,,2,1,5184,122,4.22192,0,0,0,1.20314,0,0.5053632,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.839533091,-1,3434.406046,-1,2460434.406,-1,3.187626116,-1,1.298256903,-1,92522.15068,-1,TRUE,22146,6269,11.03091,11698.59,-0.183582,3.225787,11.34234,-7.308169,0.4097,0.354144,32.46401,48.61585,0.02802383,7.71E-08,0,0.6810825,0.3578855,2726.698,363.8978,-0.891116,2.141433,-1,-1,-1,-1,-1,-52.33951,128.3512,-13.19207,2.501351,20.80536,2.500034,24.63521,2.500412,-22.22088,2.500002,32.63621,2.500033,39.48278,2.500023
00259273558-02,259273558,2,s0078,17-07-2024,0.839879,,3434.82,,2460434.82,,0.19249,,1.7274,,56.9033,,0.943255,,3.39041,,1.6952,,20645,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6832567,-0.5117655,0.9887913,-0.4440574,21,mandel-agol_geometric_transit_model,TRUE,24.26089,5454.745,5203.421,18.60915,49.86447,30.14865,1574,1885.961,25.2829,,1.67E-02,,1941.36,,3356.96,,2,1,5184,122,4.22192,0,0,0,1.20314,0,0.5053632,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.839520673,-1,3434.827319,-1,2460434.827,-1,3.412812472,-1,1.365774317,-1,23494.27588,-1,TRUE,6482,5685,-1,0,0,-1,0,0,0.41974,0.419737,8.971269,13.58531,0.9164224,0,7.71E-08,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-10.75942,30.10947,-12.33023,2.501223,19.87504,2.500436,23.38914,2.500655,-21.72501,2.500035,32.21419,2.500435,38.85524,2.50031
00259273559-01,259273559,1,s0078,17-07-2024,0.839997,,3434.4,,2460434.4,,0.133585,,2.87914,,82.0719,,0.397123,,2.44825,,0.346804,,20161.1,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5394158,4.00E-02,0.2473624,-0.1694372,21,mandel-agol_geometric_transit_model,TRUE,17.03424,6169.563,7403.499,18.31772,46.52929,18.04666,1489,1439.41,22.7612,,1.77E-02,,2416.51,,8058.89,,1,1,5835,122,4.07258,0,0,0,1.56076,0,0.2762126,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.839520693,-1,3434.408238,-1,2460434.408,-1,3.299400932,-1,1.487218747,-1,25689.45711,-1,TRUE,13232,6268,3.132722,2912.543,-1.72751,1.130466,4.15652,-3.573995,0.43887,0.349977,4.903244,11.36881,2.68E-02,0,0,0.9709727,0.3328384,3708.778,327.1484,-8.72E-02,3.903814,7.12E-27,7.669158,0.3318081,1.034513,22,-18.30848,30.31824,-0.5900165,2.500005,2.163401,2.500036,2.242414,2.500034,53.50879,2.500002,36.48961,2.500035,64.76637,2.500013
00259967623-01,259967623,1,s0078,17-07-2024,4.58328,,3437.85,,2460437.85,,6.66E-02,,1.40719,,45.2831,,0.990105,,14.2834,,7.14171,,2071.42,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4877121,0.3196813,-0.3654397,0.1205442,4,mandel-agol_geometric_transit_model,TRUE,11.92537,5668.486,6502.493,8.896336,8.582309,0.10481,944,1055.385,14.746,,6.72E-02,,1935.11,,3313.92,,1,1,7983,256.733,4.10808,8.28E-02,0,0,2.0276,0.112422,0.2307265,4.58E-02,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,4.597219944,-1,3437.807773,-1,2460437.808,-1,12.63623408,-1,5.946352968,-1,1808.653627,-1,TRUE,13578,6214,-0.3215218,-58.47284,-0.00252985,0.7072221,3.22904,-5.465275,1.41109,1.29998,12.93661,7.85302,2.339899,0,0,0,-1,0,-1,0,0,3.56E-24,5.207186,0.703209,0.7096615,4,5.090878,0.9554774,-22.63182,2.517559,9.661651,2.505452,24.60786,2.515697,-21.8428,2.50082,9.60134,2.505444,23.85988,2.50157
00263968694-01,263968694,1,s0078,17-07-2024,1.53242,,3435.13,,2460435.13,,0.243759,,2.5572,,74.9395,,0.664461,,5.14887,,1.7154,,61898.5,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6969832,-0.6215692,1.141034,-0.4763048,11,mandel-agol_geometric_transit_model,TRUE,40.60532,6139.604,7672.727,16.13902,32.36374,14.24382,1154,1005.679,65.1198,,4.73E-02,,1521.53,,1266.61,,2,1,4792,127,4.438,0,0,0,2.44709,0,1,0,TIC8.2,Solar,Solar,TIC8.2,Solar,1.531943679,-1,3435.134732,-1,2460435.135,-1,4.833129376,-1,1.575323798,-1,60652.79311,-1,TRUE,18451,6042,6.839007,10656.62,-0.336679,1.185393,9.45308,-4.72232,0.77775,0.665255,22.77075,25.23104,9.67E-03,1.61727E-06,0,3.088037,0.3945904,3118.47,129.4399,5.291657,11.77896,5.63E-57,10.50768,-1.470328,1.68315,12,16.96165,15.19255,0.6892197,2.500025,0.9256492,2.500285,1.154058,2.500192,0.7214454,2.500014,0.92045,2.500284,1.169492,2.500181
00263968694-02,263968694,2,s0078,17-07-2024,1.53203,,3434.37,,2460434.37,,0.273315,,2.53847,,72.9228,,0.745447,,5.14294,,2.57147,,71447.8,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6969832,-0.6215692,1.141034,-0.4763048,11,mandel-agol_geometric_transit_model,TRUE,40.57316,5042.141,5726.525,10.11637,18.84608,13.11067,1138,1068.956,73.0155,,4.73E-02,,1521.66,,1267.03,,2,1,4792,127,4.438,0,0,0,2.44709,0,1,0,TIC8.2,Solar,Solar,TIC8.2,Solar,1.531943699,-1,3434.37533,-1,2460434.375,-1,4.969713323,-1,1.827084792,-1,103496.863,-1,TRUE,234582,5498,0.6804307,1930.875,-0.269739,0.4509308,1.79461,-1.812004,1.08748,1.0972,22.04014,13.9277,0.7445964,0,1.61727E-06,0.4449043,0.5301989,1921.427,574.7086,-1.046958,0.6938987,2.89E-20,10.50768,-1.470328,1.68315,12,14.82815,10.67733,0.1204023,2.500003,-0.3006119,2.50005,0.3238275,2.500043,0.1292062,2.500002,-0.2620881,2.500049,0.2922061,2.50004
00264052454-01,264052454,1,s0078,17-07-2024,2.34663,,3435.45,,2460435.45,,7.73E-02,,7.14893,,82.4895,,0.934425,,1.35746,,0.678731,,4690.83,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5359223,5.33E-02,0.223658,-0.1593988,7,mandel-agol_geometric_transit_model,TRUE,20.62442,1189.487,1428.854,18.28057,36.8099,12.31383,209,197.439,9.71716,,3.54E-02,,1485.03,,1149.37,,1,1,5901,149.312,4.34605,7.80E-02,0,0,1.15108,0.0569975,0.7029818,0.1310001,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,2.346815586,-1,3435.452175,-1,2460435.452,-1,1.29393221,-1,0.421046125,-1,4488.252802,-1,TRUE,11834,1763,2.431027,533.306,-0.048526,0.4952879,2.1789,-2.313925,1.0222,1.22874,8.820897,17.29589,1.00E-03,0,0,3.89149,2.168415,3224.81,445.4606,1.333458,3.871209,1.08E-52,7.808497,-0.490476,1.167661,8,10.08316,1.171814,0.9354761,2.505023,0.7368575,2.648533,1.190829,2.560921,0.5156325,2.504981,-0.2792031,2.648531,0.5863712,2.538239
00264173339-01,264173339,1,s0078,17-07-2024,1.92066,,3436.01,,2460436.01,,0.207469,,6.52498,,83.178,,0.775069,,2.10407,,0.864666,,41500.7,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6640808,-0.4448244,0.905964,-0.4186328,9,mandel-agol_geometric_transit_model,TRUE,34.74673,2058.281,2477.224,28.3077,77.90186,138.5419,404,467.4152,22.6493,,3.03E-02,,1345.3,,774.102,,1,1,5303,131,4.438,0,0,0,1,0,1,0,TIC8.2,Solar,Solar,Solar,Solar,1.921352148,-1,3436.004637,-1,2460436.005,-1,2.001371941,-1,0.682803536,-1,41078.23827,-1,TRUE,13342,3036,5.542535,6562.904,-0.029654,0.6098556,6.74997,-2.60706,0.95883,0.901885,11.31793,25.09215,1.435402,0,0,6.442254,1.158873,3313.746,170.0271,4.696161,11.36225,1.54E-116,7.757594,0.002813435,1.09475,9,23.47526,2.854636,-0.9591152,2.50244,0.7928022,2.523416,1.244362,2.510976,0.3966859,2.50241,-0.5125592,2.523412,0.6481332,2.515565
00264174979-01,264174979,1,s0078,17-07-2024,0.879677,,3434.89,,2460434.89,,0.318134,,3.97941,,80.1133,,0.683267,,1.95995,,0.979977,,101921,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6918364,-0.5775877,1.083036,-0.4671886,19,mandel-agol_geometric_transit_model,TRUE,56.31997,4544.883,5604.08,41.74957,174.6965,55.57717,809,1114.152,35.768,,1.68E-02,,1715.36,,2046.15,,2,1,4969,125,4.32631,0,0,0,1.02987,0,0.7508057,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.879849076,-1,3434.884074,-1,2460434.884,-1,1.81276453,-1,0.664865666,-1,98569.61045,-1,TRUE,13907,6143,9.08637,19724.36,-0.562022,1.377293,14.99366,-9.607153,0.44094,0.389549,11.19053,37.72481,1.887345,0,3.00E-07,2.401484,0.2490238,3301.526,119.2609,5.62791,12.50651,2.25E-237,8.076927,-0.1013049,1.150491,20,40.80036,10.92885,11.2817,2.504922,9.537388,2.503447,14.7729,2.504307,2.10E-02,2.500491,-0.2199664,2.503442,0.2209627,2.503415
00264174979-02,264174979,2,s0078,17-07-2024,0.879738,,3434.44,,2460434.44,,0.272785,,3.18416,,72.3439,,0.965767,,1.85994,,0.929969,,35002.7,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6918364,-0.5775877,1.083036,-0.4671886,21,mandel-agol_geometric_transit_model,TRUE,23.08073,4599.264,5567.749,15.75841,43.73236,31.74105,629,528.2273,30.6694,,1.68E-02,,1715.32,,2045.96,,2,1,4969,125,4.32631,0,0,0,1.02987,0,0.7508057,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.879867584,-1,3434.443335,-1,2460434.443,-1,1.673876986,-1,0.64810987,-1,33196.095,-1,TRUE,9424,4978,7.523837,14943.91,-0.209143,1.363531,5.80015,-3.494016,0.58192,-0.113912,5.994831,15.00753,0.2544582,3.00E-07,0,2.474921,6.838613,3326.404,2299.37,0.2156754,0.7005416,1.86E-42,7.903348,0.1622001,1.091149,21,16.98487,2.877938,12.96615,2.514728,8.385345,2.579106,15.44135,2.533883,2.161869,2.508963,-0.6336832,2.579101,2.252828,2.514584
00264222797-01,264222797,1,s0078,17-07-2024,0.774061,,3434.31,,2460434.31,,0.355201,,2.08873,,64.2137,,0.908633,,3.33542,,1.66771,,73928,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4595051,0.3609564,-0.220699,0.02714987,24,mandel-agol_geometric_transit_model,TRUE,49.42895,9022.093,10862.56,44.04214,187.4093,239.0342,1434,1471.696,57.0677,,1.75E-02,,2512.13,,9412.11,,1,1,6207,122,4.17799,0,0,0,1.47168,0,0.3734018,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.774038494,-1,3434.305339,-1,2460434.305,-1,3.080917264,-1,1.264466653,-1,72452.87794,-1,TRUE,13699,6521,2.283957,3304.927,-1.37839,0.9023279,2.30718,-3.205594,0.57359,0.469421,5.87861,18.0457,39.80358,0,0,0.1708488,0.1993503,2497.094,730.0674,-4.159266,-2.05E-02,1.60E-52,8.360375,-0.131667,1.195374,24,26.70398,29.49208,-18.29093,2.50403,-1.895041,2.501385,18.38883,2.504002,-19.22749,2.500228,-8.98456,2.501384,21.22307,2.500436
00264222798-01,264222798,1,s0078,17-07-2024,0.774204,,3434.3,,2460434.3,,0.228455,,1.90587,,64.1224,,0.831815,,3.28416,,1.64208,,43784.9,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6867408,-0.4961069,0.9584363,-0.4373015,24,mandel-agol_geometric_transit_model,TRUE,32.99309,8390.882,9969.143,34.40901,124.0184,197.9364,1788,1672.669,50.505,,1.59E-02,,2610.57,,10976.5,,1,1,5249,122,3.77945,0,0,0,2.02503,0,0.1083973,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.774011612,-1,3434.305474,-1,2460434.305,-1,3.1891089,-1,1.306873311,-1,45779.58833,-1,TRUE,13275,6523,-0.1222159,-161.2202,-1.66287,0.9863443,2.50457,-4.504323,0.57637,0.274977,5.995265,15.29206,30.46868,0,0,0,-1,0,-1,0,0,1.53E-49,7.124778,-0.4376623,1.066401,24,-6.246651,32.47573,-18.27266,2.50403,-1.934484,2.501342,18.37477,2.504,34.19423,2.500221,-7.76661,2.501341,35.06516,2.500276
00264222799-01,264222799,1,s0078,17-07-2024,0.774083,,3434.31,,2460434.31,,0.409496,,2.20959,,66.3511,,0.886337,,3.3836,,1.6918,,100518,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.5876127,-0.1482004,0.5040711,-0.2723675,24,mandel-agol_geometric_transit_model,TRUE,65.9786,9058.304,11020.48,61.1865,357.8588,465.9172,1435,1785.9,44.5683,,1.66E-02,,1952.92,,3437.63,,1,1,5714,122,4.44932,0,0,0,0.996953,0,1.029544,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.774038494,-1,3434.305798,-1,2460434.306,-1,3.075800822,-1,1.231685065,-1,98489.40319,-1,TRUE,13706,6524,2.618237,3373.314,-1.16482,1.22435,4.14495,-3.693197,0.57359,0.411088,10.65293,34.64442,76.23897,0,0,0.2579999,0.2681738,2151.938,561.0833,-2.766862,0.3537283,1.56E-162,8.524122,-0.7507879,1.30406,24,38.53401,22.73445,-18.30013,2.504028,-1.902655,2.50138,18.39877,2.504,-8.502675,2.500227,-1.285822,2.501379,8.59935,2.500253
00264222800-01,264222800,1,s0078,17-07-2024,0.774194,,3434.3,,2460434.3,,0.324296,,2.12652,,68.4345,,0.781633,,3.37767,,1.68883,,89408.8,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.4645531,0.3463025,-0.1905771,0.01449634,24,mandel-agol_geometric_transit_model,TRUE,76.48492,9110.67,10765.81,85.10704,612.1295,892.4505,1787,3587.647,76.0984,,1.72E-02,,2992.1,,18942,,1,1,6074,125,3.83031,0,0,0,2.14947,0,0.1148097,0,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,0.774011612,-1,3434.306364,-1,2460434.306,-1,3.095485605,-1,1.218404847,-1,87122.18908,-1,TRUE,14525,6523,2.062417,1815.524,-1.93093,1.289989,4.22748,-3.988383,0.57498,0.401366,25.31916,83.68224,172.255,0,0,5.13E-02,2.45E-02,2201.682,266.9087,-38.69506,-2.885582,0,10.87144,-1.423898,1.726361,24,51.70884,20.61535,-18.26995,2.50401,-1.938875,2.501336,18.37255,2.503981,0.245794,2.500219,0.1123782,2.501334,0.2702657,2.500412
00264301570-01,264301570,1,s0078,17-07-2024,4.9357,,3438.1,,2460438.1,,0.360746,,9.97108,,86.7806,,0.559971,,4.70946,,1.7707,,139804,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6562839,8.72E-02,3.71E-02,-0.02080034,3,mandel-agol_geometric_transit_model,TRUE,107.2108,1676.825,1793.477,80.88716,556.5938,475.0422,269,1538.603,23.4463,,4.75E-02,,618.757,,34.6419,,2,1,3959,157,4.65515,1.09E-02,0,0,0.595347,0.017807,2.769361,0.1079364,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,4.933331013,-1,3438.107249,-1,2460438.107,-1,4.319349082,-1,1.509937517,-1,132593.4127,-1,TRUE,13759,2001,33.05816,37804.84,-0.142768,0.8584743,36.29876,-16.87053,2.4597,2.35136,62.85418,88.80278,2.23249,0,6.29E-07,85.20062,3.48757,2906.507,117.5308,24.14307,19.0436,0,7.13029,1.112569,0.966467,3,95.12679,23.53498,-1.494466,2.500117,3.353761,2.500643,3.671668,2.500556,-0.6798216,2.500091,4.388694,2.50064,4.441035,2.500628
00264301570-02,264301570,2,s0078,17-07-2024,4.93592,,3435.64,,2460435.64,,0.211372,,7.82515,,84.6215,,0.733486,,4.67815,,1.6378,,44705.4,,0,,0,,claret_tess_nonlinear_limb_darkening_model,0.6562839,8.72E-02,3.71E-02,-0.02080034,4,mandel-agol_geometric_transit_model,TRUE,38.69456,2044.802,2429.972,34.42406,111.8461,2.23405,224,246.1932,13.7379,,4.75E-02,,618.748,,34.6399,,2,1,3959,157,4.65515,1.09E-02,0,0,0.595347,0.017807,2.769361,0.1079364,TIC8.2,TIC8.2,Solar,TIC8.2,TIC8.2-Der,4.936108708,-1,3435.636971,-1,2460435.637,-1,4.057233734,-1,1.275223899,-1,37339.21039,-1,TRUE,12483,2229,3.187267,4018.982,-0.00516969,0.7564497,3.23445,-2.945267,2.03053,1.56664,19.92277,31.97807,0.1701631,6.29E-07,0,26.38441,8.294993,2168.159,190.3539,3.060208,8.071069,4.94E-242,7.687653,1.271969,0.9248107,4,38.08712,7.331575,-0.2625228,2.500464,2.067081,2.504154,2.083685,2.504095,0.6549073,2.500463,2.969656,2.504152,3.041013,2.503981
